PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,Churn
-1.308363303,1.931030913,1.05241321,-1.258169176,-0.175695155,0.063015467,1.863455601,-0.565668436,-0.381950006,1.311282826,-0.062983354,Yes
-1.457073325,-0.595740361,-1.628838582,0.314344813,-1.517159268,0.538391978,1.311741481,0.007171174,-0.42039564,-0.772507735,-0.089816314,Yes
-1.373734478,-1.846557253,-0.685913219,-0.561867127,-0.730019714,-1.126424138,-0.326781987,0.040725825,1.002316254,0.558555251,0.096970633,Yes
-1.176465261,-1.08898,-0.210003032,-0.61586392,-0.801476445,-1.216886036,0.492478888,-0.294314971,0.422917019,-0.011079839,-0.024815002,Yes
-1.679569283,1.069828369,1.240087806,0.812159047,0.028359815,-0.529430965,-0.662286039,0.373292038,-0.299171046,-0.033719949,0.121168434,No
-1.479168694,-0.714244619,0.068643756,-0.426804852,-0.692630927,-2.125799173,0.350266957,0.065869902,-0.288766516,0.174853857,-0.061493605,No
-1.165053255,0.801543904,1.575012302,0.897327299,-0.650245275,-0.251171289,-0.835333796,-0.771109107,-0.152181755,0.99977228,-0.104040896,No
-1.452288199,-0.425350127,0.166517959,-1.061399809,0.760520393,-0.364492296,-2.185161679,0.689553004,-0.420478184,-1.788154285,0.1113853,Yes
-1.939224161,0.42843199,-1.106853294,0.541648381,0.68804162,0.124043822,-0.440389453,-0.967833735,-0.213536687,-0.507886436,-0.047644556,No
-1.581328271,0.314287034,0.818825892,-0.742185024,-0.568096287,1.177722476,-0.470689802,-0.447112658,0.402878539,-0.2457319,0.096665729,Yes
-1.7626367,-0.15408143,-0.519074411,1.213215298,-0.446962814,-1.344002015,-0.053017166,-0.606622388,-0.190470146,-0.999244833,-0.00250983,Yes
-1.740897018,-0.244902545,0.185378138,-1.988593352,1.474710359,-0.331029223,0.642505267,-0.216116101,-1.097700519,-1.522965458,-0.077249938,Yes
-1.905002473,0.602062271,0.051621185,-0.93634491,1.163378261,0.055858245,-2.181576151,0.242719121,-1.59364823,0.204008367,-0.095974925,No
-1.172574441,-0.457853417,-0.307778335,0.694112214,-0.746987026,0.039150224,-0.214437907,0.016478135,-0.652827179,-0.203496552,0.082202712,No
-1.420069395,-0.186170711,1.753735194,-0.056421371,-0.372541971,0.232474907,-0.104689454,-0.614709361,-0.849185449,0.171332638,-0.039848346,No
-1.472274537,-0.598400931,1.538428149,0.784885337,0.932778158,0.078399887,1.189921343,1.828805305,0.267076982,-0.332924474,-0.065324671,Yes
-0.924247103,-0.17512252,-0.144488558,-0.270624166,-2.037634408,0.598570781,2.972421882,-0.163798692,-1.759586486,-0.065197883,-0.04947361,No
-1.079590367,-1.325065424,-0.260131043,-0.586233846,-0.195025801,-1.205834698,-0.076690425,-0.166774325,0.44663033,-0.79236724,-0.091639386,No
-1.26166819,-0.965473725,1.590231426,1.384198967,1.160264664,-0.841806447,1.08348662,2.230885275,1.140411954,0.545564498,-0.099844696,Yes
-1.183967117,-2.354347926,0.595021174,0.11624798,-0.635772779,0.188665183,-0.346276555,-1.731002329,0.64776734,0.448111298,0.118046186,Yes
-0.922853412,0.230245577,-0.684077031,-0.768769519,-0.958496582,-0.669596149,0.391994193,0.639878075,1.239680617,0.122105914,-0.004434999,Yes
-1.09706182,1.210162077,-0.394065289,-0.43849605,-0.503537499,-1.257749412,-0.494447384,0.953244079,0.610444891,-0.333863918,0.085356716,No
-1.698554118,0.114366774,0.610691676,-0.272728053,-0.744309376,-0.790200195,0.457701046,-0.067832264,-0.963889234,-0.166661886,-0.078319679,Yes
-1.436452874,-0.204583916,-1.022469521,-1.376530591,-0.337035392,-1.787499068,-0.444737703,1.655380247,0.0270237,-0.63528678,0.128029003,Yes
-1.753830118,0.849226623,-0.001412955,2.010612383,-1.609958321,-0.451302585,-1.111641522,-0.705332607,-0.771979083,1.598659259,0.13184481,No
-1.369008697,-1.451287612,-0.824990043,-0.953209341,-0.596262296,0.553221389,-0.354280565,-0.691448027,1.8147481,-0.678196923,-0.027162344,No
-1.828353873,-0.649703805,0.516730117,1.68509393,-0.090012798,0.877728457,-1.178212908,0.176927938,0.019663721,0.493735539,-0.097977226,No
-1.638192789,0.39420476,-0.680057594,-0.413041904,1.071790719,-1.356027611,0.381815411,-0.266818725,0.436777577,-0.425098812,-0.033648814,No
-1.725840438,-0.45735495,-0.230472138,-1.354023472,-0.207637368,-1.99232441,-0.020399417,0.866767062,0.214702175,-0.581060942,-0.082464089,No
-1.282058234,0.272810951,-0.271220516,0.344664952,-0.416474202,-0.631928285,-0.227876505,-0.577633356,1.265884896,-0.75179692,-0.046251613,No
-1.759353191,1.297190034,-0.869428928,0.624142505,0.277180508,-0.996505108,-0.503591853,-0.228453942,-0.743990086,0.734360226,0.036127253,Yes
-1.592838735,-0.287291302,0.740708536,-1.284165999,1.425060408,-0.939216746,0.497871263,1.153506901,-0.744423114,0.765533635,-0.027244323,Yes
-1.885369163,-0.433899352,-1.406111606,0.759623798,-0.543740524,-0.958396014,-1.147785671,0.036752313,0.216451491,-0.714012168,0.004136368,Yes
-1.019025795,0.108803049,0.897533881,1.062218369,-1.568282739,0.678547793,0.584198312,-0.361492898,-1.487256096,1.41706774,-0.012055986,Yes
-1.782969305,-1.050458586,-0.460380564,1.486420723,0.311763831,-0.182514748,0.761982483,-1.40425184,1.031289029,1.661876654,-0.043400653,No
-1.14694816,-0.268608298,0.215284156,-0.191503991,-0.879614943,-0.049954745,0.065957865,1.296224147,-0.468121279,1.119137376,-0.037572087,Yes
-1.380903275,-0.848750429,-0.020379651,-0.954862604,0.61856127,-0.233142475,-1.158866175,-0.934662045,-0.630291819,0.982726905,-0.114325881,Yes
-0.652898498,2.004688329,1.596810503,-0.355816165,-0.228893594,-1.34889911,0.729923318,-0.635132839,2.393411511,-0.087767652,-0.074825949,No
-1.499183626,-0.014656073,-0.23490154,0.137807982,-0.041123176,-0.343795632,-0.906304454,0.693221891,0.498507945,-0.533245298,0.079962195,No
-1.797754221,-0.273042177,0.627936473,0.84056708,0.091565908,0.10086197,-1.15437275,1.530196035,-0.550863637,0.677658494,-0.023462671,No
-1.806246258,-1.264676923,3.529558628,-0.290211522,1.334875737,1.330003326,0.940970794,0.414498752,-0.471552534,-0.63942863,-0.064245295,Yes
-1.228183414,0.069346702,-0.401341246,-0.117133065,-0.754246159,0.439963967,-0.714391287,0.441073034,-1.040477284,-0.532124992,0.033123465,No
-1.285740401,-0.165896755,-0.268683022,-1.80190925,-0.643898373,-1.029698881,-0.153549901,1.020337517,0.79910346,0.153720642,-0.062224156,Yes
-1.269832366,0.031010405,-0.009092215,0.010785356,-0.004136054,-1.438422083,0.0623541,-0.204750971,0.556913599,-1.293437801,-0.015065518,No
-1.352476242,0.251212275,1.263693463,0.0269516,0.440589632,-0.254287187,-0.565231031,-1.568474988,-1.48600237,1.425373862,-0.020117636,Yes
-1.488428866,-0.062974448,0.292534478,0.253321131,-1.343057747,1.051487815,-0.932369575,-0.600905561,-1.134108203,0.702461991,-0.025483433,No
-1.599160557,0.132301159,0.102439523,0.708137338,-0.390761253,0.591257667,-0.768742774,0.036376459,-0.808483079,-0.643710083,-0.04777372,No
-1.571143903,-0.690920254,0.801540656,-0.200007258,-0.100122054,0.354978552,0.717343057,-0.00761326,-2.018789519,-1.582251573,-0.119562353,No
-1.047386587,0.704829232,0.721039483,-0.075851539,-1.938168321,-0.203291255,2.706802707,-0.52680662,-0.35162468,0.910631767,0.149379626,Yes
-1.770345643,-0.36033991,0.640072169,1.775001859,1.076585902,-0.751511413,0.054999353,1.398215057,0.921741299,-0.677140875,0.03365045,Yes
-0.517745412,0.306753598,-0.144848092,-0.123857928,0.077234418,-0.916462838,-0.8107226,1.374623872,-0.31957832,-0.732348668,0.125220037,No
-1.61010952,0.987905643,-0.723551057,1.098740101,-2.038183302,0.210844125,0.263603817,-0.178743372,-0.327855532,1.162681863,0.118385071,No
-1.368487771,-1.668072661,-0.68064556,-0.261372867,1.397258789,1.597560181,-0.776333381,0.073473968,0.395731448,0.074674142,0.081254159,No
-1.280913588,-1.469668909,-0.175792093,1.86823455,1.585217191,1.723120482,0.401623556,0.250276459,-0.04946778,0.32246811,0.092401414,No
-1.620636297,-0.47668409,0.121782505,-0.458883681,-0.749547266,-0.299492676,0.037886864,-0.292316471,-0.384366591,-0.299247112,0.014340351,Yes
-1.406763567,1.256991954,1.163342044,0.61610645,-0.482107634,-1.217818534,-0.316159921,-0.621725856,0.247508706,0.19650778,-0.029724453,Yes
-1.409227085,1.218126136,-0.043242087,-0.093858832,1.438031774,-0.837347272,-0.270866531,0.52266655,0.507596241,0.040890245,-0.067226533,Yes
-1.557572036,1.381927379,0.940749122,1.284245294,-0.778452986,-0.930740051,-0.407694928,-0.695158418,-0.273422233,0.444558184,-0.059628353,No
-1.423163813,0.242149233,1.801086393,0.810562502,0.587319035,-0.615399472,0.29295595,0.610405238,0.408454321,-0.093374045,-0.0652277,No
-1.705968614,0.367241086,-0.675457459,-0.060009216,-1.458242408,-0.338789682,-0.386951611,0.61412669,-0.394228299,0.887920045,-0.03588293,No
-1.714032737,1.240931212,0.997171993,-0.547503808,0.248791054,-0.540032801,-1.845182972,0.699838514,-1.034014074,-0.853078459,-0.095659234,No
-1.870235533,1.101790983,-0.846891652,0.604237674,1.01919818,0.812503147,-0.228543319,-1.536630048,-2.12119424,1.580185244,-0.068266829,No
-0.765885016,2.480132197,1.366340285,-0.344222196,-0.302929833,-0.029966181,0.383310933,-0.286969364,1.155550514,-0.76608008,0.091079401,No
-1.700301275,-0.485680193,-0.073683923,0.266629021,-0.411905114,-1.480595299,0.881611111,-0.395599471,0.309454485,-0.801217069,0.014922327,Yes
-1.38825981,-0.598811293,1.870637615,-1.27100622,1.592636583,2.574502433,1.195445751,-0.616821081,3.747351131,1.374557085,-0.036192965,Yes
-1.180713591,-2.77133592,-0.506475336,-0.182945292,-0.775144229,1.716925929,1.434638808,0.756640596,0.674407531,0.478666167,-0.02141393,Yes
-1.677445634,-1.121365522,0.608899421,0.311838989,-0.898884104,-1.401651834,0.38737899,0.154434855,0.154011454,1.699239217,-0.00529658,Yes
-1.366450092,1.645798359,-0.869853815,0.782491637,-0.907611458,1.288217146,-0.253904443,2.424203544,-1.567686041,-0.208163138,-0.011146335,No
-0.905797136,0.501166986,0.221677589,0.210683442,-0.250185467,-1.161529014,0.394673729,-0.405207168,0.713452678,-1.008421251,-0.016209389,Yes
-0.988992361,2.375672047,0.897826819,-0.410644034,0.501197299,0.963547216,0.614010294,-1.263695029,1.014982551,0.350790088,0.068806174,Yes
-0.765758346,0.120268523,0.047588489,-0.019238136,-0.140454551,0.504470787,1.448411426,0.754034095,-0.190765106,-1.611764802,0.094690995,Yes
-1.517865204,0.374450842,0.894625466,-0.595695508,0.734399841,-0.171031811,-0.779996356,1.233109873,1.480162708,-0.590565421,-0.056474828,No
-1.385534914,0.759172372,2.095614398,-0.413915978,0.53574319,-0.517294836,0.488070535,1.714180284,0.82844604,0.531927482,-0.078079048,Yes
-1.892038295,1.124520464,-0.471336796,2.128070792,-0.37827457,-1.313434581,-0.189008392,-0.1744006,1.307734711,-0.31280103,-0.084024588,No
-1.612877096,0.035928615,-1.509051225,0.126830277,-1.260838438,-0.440963285,1.104409441,0.653638589,-0.583464408,-0.810069646,-0.016435777,Yes
-1.608701965,0.199037295,-0.476095301,-0.979238441,0.600087794,0.415081473,0.269102526,-0.469543792,-0.580756018,-0.289295742,-0.06271857,No
-1.555920115,0.423467422,-0.38743173,0.572222971,-1.247261354,-2.164896015,1.178827644,0.030759869,1.408085409,0.994833142,0.010076543,Yes
-1.638776289,0.485788505,-0.607453416,0.401458844,-0.202423821,-0.602512081,-0.793378794,0.290641341,-0.680137967,-1.530840646,-0.096007104,No
-1.392465457,0.938333005,-1.337695972,-0.358530341,2.716415927,0.37703144,-0.457571777,-1.661639662,-2.085867939,1.774827854,0.098645408,No
-1.317751187,-1.168860043,-0.059661591,-0.814073939,0.296212738,-1.669314319,0.149206576,-0.031259129,-0.119190069,-1.837307391,-0.055799963,Yes
-1.106551177,0.565473926,-0.124299904,1.141524055,-1.176806678,0.231725012,1.358984561,-0.693189836,-0.825811412,-0.785888447,-0.052265004,No
-1.797192682,0.605407043,-0.686659751,0.917751702,-1.11987468,-0.842758034,0.339429697,-0.503155387,1.688124254,0.313322729,-0.071862142,Yes
-1.44239935,-0.855993587,0.131910201,-0.131889743,-0.48163723,0.72053724,0.176366706,-0.909902589,0.656857768,-0.799996027,-0.040594425,No
-1.209715031,0.2625875,0.169507977,0.888558181,1.03252005,-0.083413558,1.392247176,-2.108173078,-0.407289937,-1.366437088,-0.020644297,Yes
-1.389107076,0.904528925,-2.049437118,-1.293859726,2.068507686,-1.106022631,-0.241082776,-0.114129631,1.5412874,0.667174859,-0.054102368,No
-1.544300981,-0.11019134,-2.397737265,0.366532575,2.401200495,0.489185701,0.045558304,-0.140107838,-0.265079326,-0.496318327,0.085992631,No
-1.854149719,-1.071131553,0.114429799,1.520955798,-0.023379344,0.072717496,-1.023413269,0.474530746,0.820311721,0.735455637,-0.081936388,No
-1.107537448,-0.305282655,0.246145606,0.40339279,0.058044206,-0.188587785,-1.081816482,0.572963199,-0.196526211,-0.36347057,0.033661964,No
-1.46700073,0.335218061,0.3420283,0.750921009,1.476150721,-0.276952298,0.983975022,0.96487149,0.198426344,0.631361267,-0.062220232,Yes
-1.418839939,1.208162644,1.232759396,-0.012677482,-0.674069882,-0.417188142,0.469731407,-1.099994081,1.786610766,0.25487764,0.107577979,Yes
-1.870839961,-0.721278514,0.465511179,0.746430779,1.521481677,-0.346001233,0.281748986,-1.335739959,0.283175779,-0.198093798,-0.11822234,No
-1.755784316,-1.779366292,0.480337546,-0.197448855,0.070360658,-0.083025061,0.099973887,-0.899214279,-1.040671085,-1.641892563,-0.010396875,Yes
-1.212231466,0.374206907,1.048852765,1.188918595,-0.6011775,-0.569494722,0.128800693,-0.608111981,1.004442227,0.931975504,-0.115153061,No
-1.431590756,-0.861139595,-1.534513609,-1.073925781,-0.593323809,-0.729826747,0.431495444,1.221360887,0.93362949,-0.764726688,0.125539096,Yes
-1.632363852,1.034322219,-0.837490597,-0.180895325,0.243290823,0.214872483,0.551259119,-0.037305534,-1.429187988,-0.176386862,-0.054843836,No
-1.202112725,0.24174416,-1.044145389,0.501246893,-0.126945537,-0.809699278,-0.976845873,0.479062714,1.454918199,-0.830179728,0.112841246,No
-1.152549899,-0.889128377,-0.02514495,-1.128698922,-0.440805134,-1.940402714,1.323397215,0.123816485,0.617000522,-0.622204839,-0.054082431,Yes
-1.659070519,0.562566611,-0.197102804,-0.943897925,-0.398872881,-1.472550346,-1.294293056,1.372969448,-0.682635629,-0.058248152,0.050949829,No
-1.748667547,-0.25145321,-0.157855844,0.799041075,0.44226881,2.46157984,-1.357588362,-0.076799022,-0.954091133,1.631685998,-0.013711542,No
-1.302092729,0.357339177,-0.82701025,-0.534736329,-1.855171202,-0.510703287,1.105170989,0.388425376,0.738856061,1.040004357,0.135282032,Yes
-0.500255184,0.064678663,0.442508569,-1.019142846,-0.692152149,-0.432153527,0.760712349,0.683265278,-0.980965353,-0.392154133,0.145776538,Yes
-1.391207489,0.524085782,0.590745729,1.339153812,-0.616579166,-0.95141664,0.492446064,0.711939449,0.14749033,1.019021028,-0.040719123,No
-1.54849493,0.749743557,0.363497092,-0.53280205,0.359131435,1.037122745,-0.343045205,-0.685070729,-1.875381454,0.382530601,-0.046063628,No
-0.748075428,-1.135191506,-0.45270048,-0.144104191,-0.35277457,0.207331498,-0.62077744,-1.643626748,0.046001403,2.280609128,-0.064811996,No
-1.336748408,-2.12507085,0.681659576,-2.63258449,-0.159723282,-0.210252379,0.068141502,-0.18032852,0.101392759,-0.665032348,0.088603378,Yes
-1.163041712,1.007649023,0.026552918,1.078421329,-0.682683375,-1.407163921,-0.249872323,-0.350752495,0.472610271,-0.009144106,0.097518248,No
-1.657424953,-0.458144848,-0.280549175,-0.544709258,0.519715374,-1.533420834,1.702270569,-0.902740422,0.014677571,0.229264882,-0.011939101,Yes
-1.523505394,0.582294911,0.18275757,-1.519822892,0.316150857,-0.030393291,0.522221427,-0.328386212,-0.109215759,0.858960974,-0.021228045,Yes
-1.275337856,0.953997778,-0.967022713,-0.157938916,-0.092677991,0.896047718,0.563181626,-0.296423572,-0.610741393,0.396909532,-0.041017047,No
-0.818566612,0.33569763,1.595400615,-0.369681803,0.743502716,-0.508070477,-0.694482373,0.686847696,-0.430417043,-1.0147654,0.07427515,No
-1.547544534,-0.112217264,2.647506604,1.198882903,1.277190016,0.552580934,2.29581386,0.694556128,3.528024971,0.063206588,-0.044546463,No
-1.282432052,-0.046252356,0.134480605,0.252326873,0.9387467,-1.122199211,0.147258359,-1.038420301,-1.024386488,-0.045064239,-0.011411532,Yes
-1.676989644,2.466526269,-2.199973968,-0.099293809,0.812614813,0.638284862,0.013478505,0.639841939,0.576775456,-1.808071635,-0.026840368,No
-1.02095409,1.733857281,1.116183802,-1.101864903,-1.183484759,1.430828229,1.698171259,0.626196291,-1.123496344,-0.3590499,0.100853375,No
-1.755132673,0.6863374,0.928930533,0.291765064,0.631029225,-0.679834386,-1.896615396,-0.095036902,-0.955061173,-1.623241453,-0.038302047,No
-1.541237978,0.437125766,-0.195381228,1.072957884,0.821306926,-1.014127381,0.245729112,0.530815531,-0.336248815,1.334774423,-0.062289744,No
-1.705667278,1.252452886,0.472852018,0.946337999,-0.532963491,-1.277679703,-1.184203722,-0.082016456,-0.312029303,0.260287903,-0.031851556,No
-1.102256218,-0.344655046,-1.150076093,0.147214157,0.723150194,-1.225840029,0.366417641,-0.551455531,-0.811547296,-0.47988167,0.141307082,No
-1.462996838,-0.373203974,0.853041744,0.297082584,-0.720320892,-0.60412953,0.083408026,-1.085552042,-0.088656998,0.193619783,-0.046157412,Yes
-1.863030766,-1.739837329,0.455770973,1.059009969,0.51802828,0.55197127,0.912837643,0.907184634,0.039459461,-0.760342367,-0.027172618,Yes
-1.422314546,1.427610519,0.499006177,-0.499218549,-0.563040806,0.964387404,2.189686788,-1.09496796,2.66777966,-1.61068951,0.139717805,Yes
-1.297373268,1.292542752,-2.911687124,0.002543339,1.991531919,1.273018398,2.197786788,-0.822764029,-2.331205842,0.754205279,-0.059552515,No
-0.421270596,-0.70562479,-0.004791765,-1.384863466,0.649880741,0.266174289,-0.525752075,-0.425709141,-0.328210107,0.815238816,-0.017467008,Yes
-0.846263305,-0.587851251,-0.799428843,-0.769642027,-0.967587309,0.482945278,0.505529918,0.421730106,-0.811918932,-0.923091624,0.11685303,No
-1.499430549,-0.030046503,0.252799057,0.386447169,-1.617704659,2.346606849,-0.871607692,-0.968008444,-0.753880192,0.846944181,0.075664885,Yes
-0.862746307,0.400525294,-0.762829917,-1.197110996,-1.088610487,2.078581985,-0.744075307,0.778932591,-0.837177026,-0.7745998,-0.065643242,No
-0.99209937,-1.183638744,-0.045612063,-1.19689663,0.416780626,-1.796758411,0.330255854,1.333456839,0.397591953,-1.020352237,0.108672001,No
-1.448930089,0.552001371,-0.318021053,-0.915671159,0.830077609,-0.537361751,1.376001489,-0.570189043,0.183452745,-0.754420929,0.115739993,Yes
-1.250110503,-0.236132825,-0.561729861,0.385486217,-1.252478525,1.129419999,1.115392456,-0.550126129,-0.917712286,-0.99475797,-0.09610412,No
-1.63557072,-1.344019382,0.981494739,-0.360127408,0.185936811,2.294634379,0.83465357,1.054252337,-0.241813762,-0.585642688,-0.064188885,No
-1.025089478,-0.960313703,0.957038401,0.164785082,-0.536008577,-0.986753011,0.822949247,-1.587138466,0.590101942,-0.183810687,0.129117898,Yes
-1.163837809,-0.70165019,1.373533763,-1.532149084,-1.128489956,-0.247513691,1.501902653,-0.4162725,-0.35198935,0.718727414,-0.041972921,Yes
-1.647068366,-0.062624244,0.198952075,-0.092660035,0.715760265,-0.476964742,0.209069132,0.0547859,0.48065137,-2.552002948,0.034154077,No
-0.784657842,0.49975761,-0.637004745,-0.762015109,-0.938527866,-1.627916073,-0.491536502,1.367673157,-0.317612727,0.439101383,-0.037384057,No
-1.288870686,0.652974695,0.348962165,-1.599998351,-1.07557507,-0.534557589,0.063863397,1.262250279,-1.457554906,0.363320261,-0.073660182,No
-1.601971067,-0.791949838,-1.142443891,-0.541530769,0.207248448,-0.499242388,-0.208419488,-0.815725267,0.601241677,1.027798828,-0.050977111,No
-1.288224084,0.385356353,-0.010876811,-0.823959018,0.524077419,0.817480324,1.708803995,-1.913727011,2.373014686,-0.201335634,0.107326427,Yes
-1.570034844,0.332268748,-0.235198565,-0.349519909,-0.933731017,1.930547232,1.54237728,0.35484077,-0.421561223,-1.239965208,-0.108532588,Yes
-1.423589456,-1.398038202,0.706176423,1.912960527,0.243328652,-1.138648161,1.034518929,-0.396594438,-0.130123443,-0.600105351,-0.055531594,No
-1.555475668,1.19894502,0.372718883,-1.2711501,0.609627802,-0.843484383,-0.188130224,0.172867131,-0.912374495,0.778846148,-0.049082292,Yes
-1.710717118,-1.449147661,-0.301291458,-0.052010829,0.241796855,-0.334298839,0.526681893,1.611448113,0.763519049,-0.3739969,-0.02073996,Yes
-0.876478392,0.242256947,0.305519287,-0.930591764,-1.534145228,1.337864088,0.22346601,-0.000697546,-0.28510591,0.759140613,0.114643739,Yes
-1.931833916,1.966926756,-0.396065319,0.635537644,-0.411394924,1.16322702,0.743841993,-0.251052086,-2.213577091,0.687262891,-0.083703037,No
-1.689919673,-0.024716324,0.969463005,2.496409419,-0.969887601,-1.397748812,1.168883529,-1.137515147,0.067471526,1.172352157,0.117870613,Yes
-1.699817954,0.003621889,0.718390753,0.840231443,2.141983027,-0.381250039,-0.482364396,-0.120014742,-0.831800655,-0.697020908,-0.071822014,No
-0.921511917,1.047542951,-1.221283744,-0.688757443,-0.505461239,1.422291954,0.429637195,0.441369725,-1.702976,0.727535889,-0.062752649,No
-1.333379008,0.131636122,-0.337497394,0.634496614,-0.535054017,-0.035530031,-1.035961439,-0.320169895,-0.457171058,-0.735462431,0.064018948,No
-1.32103272,-0.130992827,0.723674846,0.865335375,0.266684874,-1.361264224,0.251307195,-1.242269462,0.611442895,-1.525437391,-0.029886478,No
-1.131127086,-0.632181671,0.057493618,-0.147438008,0.228069185,-1.038816683,0.397215029,-0.379058877,-0.433403941,2.003703088,-0.029507,Yes
-1.702049411,1.768714568,-0.12088062,0.906656095,-1.0052471,0.395743906,0.622455662,-0.254966469,-0.152709009,-0.826955431,0.078698642,Yes
-0.652965513,-0.836399671,-0.905523241,-0.504452934,1.32123641,1.381529732,-0.203108296,-0.566796988,-0.391896481,2.693714979,-0.049140626,No
-1.432591261,-0.999423733,0.303626786,0.484313403,-0.765065004,-0.391192597,1.28220851,0.911072433,0.483731612,1.247936427,-0.030732652,No
-0.958674214,-0.28902336,1.007370066,-1.231228906,-0.446566608,-1.387633881,0.790749572,0.072601386,-0.261811351,-0.158935334,-0.040532841,Yes
-1.140834573,-1.429932358,-1.475016551,0.667900458,1.266696933,1.384480763,-0.07705598,0.314898049,-0.201556856,-0.604386209,0.096500475,Yes
-1.45707629,0.600307202,0.755502535,-0.655148519,-0.282735162,-0.936196141,-1.399714645,0.637970842,-1.544961899,-0.199320902,-0.025541734,No
-1.599342592,0.197905164,-0.207368022,-0.263094158,-0.16023389,0.713391082,0.660525563,-0.621624575,0.875387122,-2.194762228,-0.007512178,No
-1.694064765,-0.010361818,-0.291828633,-0.489979671,-0.469639613,0.627661968,-1.819552491,0.476991067,-0.086980001,-0.185294219,0.013665494,No
-1.169793376,-0.452193106,-0.613470118,-0.471166158,-1.41003677,1.336300684,-1.498411689,-0.660973477,1.844013285,1.213719385,0.000811507,No
-1.536390365,1.262519203,-0.431769384,-1.253941585,2.535268822,0.302756907,-1.355395776,-0.691369405,-0.722764411,0.083820864,0.085436733,No
-1.765323902,0.099600127,-0.326387525,1.013737393,-0.55064519,-0.556870413,-0.816058431,0.775930792,0.376225729,0.659670245,-0.027168775,Yes
-1.545654285,-0.682385496,0.656471279,-0.376946539,-0.450879314,-0.556972106,1.092419411,-0.641084187,-1.131899662,-1.189486681,-0.029739796,Yes
-1.471482205,-0.694714244,0.487723039,-0.626421157,-0.499819561,1.082013718,-0.811552036,-0.534269056,-0.756737379,-0.624722045,-0.057228697,No
-1.217642466,-1.060279493,-0.494668436,-2.446771917,-0.454362098,-1.195726486,0.663213797,0.887990024,1.060680279,-0.581580024,-0.040942841,Yes
-1.752422388,1.274512497,-1.333811037,-1.08346998,1.897478707,-0.038794665,-0.428968918,-0.168030578,0.108260261,0.886067114,-0.04613212,Yes
-1.392715295,0.03999955,-0.851142847,-0.706843975,2.507681149,-0.754452061,-0.033815795,-0.06447512,-1.459011327,0.24694557,0.090428376,No
-1.644439557,-1.019377107,0.08673694,0.048888099,-0.985058655,0.321682218,-0.421352471,-0.398305262,-0.343771491,0.570868307,-0.114679048,No
-1.107520447,-0.506201733,-0.374878077,0.751226212,-0.933222221,-0.671281823,0.528904825,-0.972923505,0.531151445,-0.276380231,-0.089130123,No
-1.014221948,-0.486501158,0.597656016,-0.876810414,-0.965733439,-1.332744528,-0.011180347,0.127003448,0.178563409,1.213720927,0.006365066,Yes
-0.960421349,1.973564687,1.431169588,-0.70607935,0.723894719,-0.964094382,1.388366423,-1.023137568,1.459965729,0.953542106,0.000276062,Yes
-0.948434174,0.705086543,-1.467649908,-0.912842204,-0.486070337,-0.818180434,0.771649077,0.356608393,0.781809388,1.799627065,0.119110341,Yes
-0.794874809,-1.009194838,-0.92102087,-1.120069123,0.228665373,-0.848671761,0.7203465,0.202066683,1.633656475,1.93991952,-0.006929832,Yes
-1.384717674,0.461959939,-2.337488635,0.799868958,-0.402421479,0.142363777,-0.677717889,-0.527703222,0.645857905,1.201060829,0.112962259,No
-1.495657932,-1.295395301,1.194615119,0.178829965,0.00124601,0.864568024,0.004649976,-1.704953395,0.075936072,-1.128666977,0.131181211,Yes
-1.302468872,0.246615483,0.114547158,-1.062893912,0.474279607,-0.685147524,2.4831352,-0.124708915,0.467968137,0.480539051,-0.037787759,Yes
-1.449596568,-0.715692971,-0.902188151,-0.746966802,-0.933532629,-1.356202898,-0.157854613,0.820144385,0.470908187,0.481215377,-0.085174743,Yes
-1.924403211,-1.100731596,0.355603419,0.630757607,0.903744179,1.066300058,0.036008635,2.287345087,-0.067709761,-0.807268225,-0.056159347,Yes
-1.53028461,-0.324803725,1.173200379,1.754859187,-0.26872708,-0.772658324,0.057079772,-0.046536675,-1.196966344,0.492012512,0.084693323,Yes
-1.278360992,1.235708649,1.330688496,-0.449410719,0.73848894,-0.286051588,0.851867487,2.522624624,2.121105721,0.06733507,-0.037482301,Yes
-0.724062373,1.24153202,-0.020469024,1.280067119,-0.728295443,-0.78594225,0.230298833,-0.648855339,0.520243818,-0.54747371,0.091750244,No
-1.386063663,1.619307388,0.627382832,-0.097793076,-0.454086436,0.577885677,0.266659717,0.441250733,-0.469158689,-0.945114908,-0.017048634,Yes
-1.40057751,0.820885352,0.042073312,0.428649177,-0.29726237,-0.636459501,-1.050640572,-0.171347997,1.138228951,-0.27714653,0.081399926,No
-1.470064887,1.567229656,-0.170262197,0.481977982,0.225789281,-0.996494055,0.301031776,-0.443916025,2.494194548,-1.96311419,-0.107470499,No
-1.586408044,1.087379723,0.340534158,-0.184067679,0.178032055,0.169707591,0.043828997,-0.270885134,-2.398736352,0.775370601,-0.034403059,No
-1.730831669,0.342927045,-0.3598648,-0.852590876,-0.710240171,-1.511336792,-0.584204148,1.131284983,-0.548517215,0.103421612,-0.067750679,Yes
-1.130162106,0.316466876,0.59770074,-0.313434625,-0.15401106,-1.074898449,-0.717562417,0.610617782,-0.736489333,-0.31329389,0.135040304,Yes
